,NODE,LTEXT,LTEXT_T
5286,FE6,Seek,
5287,FE7,Sky,
5288,FE8,Sally,
5289,FE9,Say,
5290,FF1,Shy,
5291,FF2,Space,
5292,FF3,Sergio,
5293,FF4,Shana,
5294,FF6,Sliva,
5295,FF7,Sugar,
5296,FF8,Shu,
5297,FF9,Shadow,
5298,FG1,Steff,
5299,FG2,Goody,
5300,FG3,Giller,
5301,FG4,Mike,
5302,FG5,Estec,
5303,FG6,Escape,
5304,FG7,Epson,
5305,FG8,Erotic,
5306,FG9,Endure,
5307,FH1,Etager,
5308,FH2,Eudora,
5309,FH3,Eta,
5310,FH4,Exotic,
5311,FH5,Endoss,
5312,FH6,Exam,
5313,FH7,Expert,
5314,FH8,Extreme,
5315,FH9,Essai,
5316,FI1,Ermin,
5317,FI2,Expaso,
5318,FI3,Embak,
5319,FI4,Elf,
5320,FI5,Essence,
5321,FI6,Exceed,
5322,FI7,Espa,
5323,FI8,Enjoy,
5324,FI9,Eshana,
5325,FJ1,Earnest,
5326,FJ2,Eager,
5327,EA3,Alex,
5328,EA4,Alger,
5329,EA5,Ally,
5330,EA6,Alo,
5331,EA7,Alohan,
5332,EA8,Alphin,
5333,EA9,Ama,
5334,EB1,Ampio,
5335,EB2,Analis,
5336,EB4,Anlish,
5337,EB5,Aran,
5338,EB6,Ariya,
5339,EB7,Aruba,
5340,EB8,Aseline,
5341,EB9,Aselino,
5342,EC1,Aussie,
5343,EC2,Avo,
5344,EC3,Avoro,
5345,EC4,Avoro-Plus,
5346,EC5,Ayy,
5347,EC6,Cancan,
5348,EC7,Canic,
5349,EC8,Caspian,
5350,EC9,Cate,
5351,ED1,Chanel,
5352,ED2,Chatrium,
5353,ED3,Chesley,
5354,ED4,Chesley-Plus,
5355,ED5,Colleen,
5356,ED6,Conte,
5357,ED7,C-peacock,
5358,ED8,Fafara,
5359,ED9,Falala,
5360,EE1,Fern,
5361,EE2,Galio,
5362,EE3,Jimber,
5363,EE4,Kabul,
5364,EE5,Kalino,
5365,EE6,Kap,
5366,EE7,Kapia,
5367,EE8,Kazoo,
5368,EE9,Kerma,
5369,EF1,Klass,
5370,EF2,Kojas,
5371,EF3,Krack,
5372,EF4,K-Riga,
5373,EF5,Kuwait,
5374,EF6,Lady,
5375,EF7,Lenin,
5376,EF8,Lex,
5377,EF9,Mami,
5378,EG1,Marwell,
5379,EG2,Mason,
5380,EG6,Mirra,
5381,EG7,Misha,
5382,EG8,Morley,
5383,EG9,Morocco,
5384,EH1,Odear,
5385,EH2,Olwen,
5386,EH3,Pakist,
5387,EH4,Paniz,
5388,EH6,Pello,
5389,EH7,Pep,
5390,EH8,Petch,
5391,EH9,Piccolo,
5392,EI1,Ploy,
5393,EI2,Poland,
5394,EI3,Pound,
5395,EI4,Precia,
5396,EI5,Price,
5397,EI6,Sense,
5398,EI7,Teach,
5399,EI8,Theara,
5400,EI9,Ticky,
5401,EJ1,Tilford,
5402,EJ2,Tokyo,
5403,EJ3,Tommy,
5404,EJ4,Town,
5405,EJ5,Viola,
5406,EJ6,Arnett,
5407,EJ7,Enoch,
5408,EJ8,Estonia,
5409,EK1,Minoru,
5410,EK5,Matsu,
5411,EK7,Orley,
5412,EK8,Mathis,
5413,EL6,Senate,
5414,EL7,Memo,
5415,EL8,Many,
5416,EL9,Matthew,
5417,EM1,Mercy,
5418,EM2,Malay,
5419,EM3,Mind,
5420,EM4,Mia,
5421,EM5,Maiko,
5422,EM6,Miko,
5423,EM7,Malisa,
5424,EM8,Matino,
5425,EM9,Man,
5426,EN1,Molio,
5427,EN3,Anan,
5428,EN5,Country,
5429,EN6,Cute,
5430,EN7,Cahil,
5431,EN8,Cam,
5432,EN9,Candida,
5433,EO2,Chiffon,
5434,EO3,Cincona,
5435,EO4,Cash,
5436,EO5,Chaya,
5437,EO6,Can,
5438,EO8,Case,
5439,EO9,Campbell,
5440,EP1,Winola,
5441,EP2,Aimon,
5442,EP3,Achala,
5443,EP4,Assam,
5444,EP5,A-nest,
5445,EP6,Aso,
5446,EP7,Adity,
5447,EP8,Pollo,
5448,EQ1,Ximen,
5449,EQ2,Lucio,
5450,EQ3,Vicente,
5451,EQ4,Wardrobe Customize,
5452,EQ5,Fenella,
5453,EQ6,Focean,
5454,EQ7,O,
5455,EQ8,Finda,
5456,EQ9,Finery,
5457,ER1,Maddy,
5458,ER2,Maygan,
5459,ER3,Morty,
5460,ER4,Miki,
5461,ER5,Monet,
5462,ER6,Mindy,
5463,ER7,Jury,
5464,ER8,Jaka,
5465,ER9,Jako,
5466,ES1,Jake,
5467,ES2,Etana,
5468,ES3,Eugene,
5469,ES4,Elsie,
5470,ES5,Exma,
5471,ES6,Elvina,
5472,ES7,Ember,
5473,ES8,Etan,
5474,ES9,E-shell,
5475,ET1,Enrico,
5476,ET2,Easter,
5477,ET3,Evonne,
5478,ET4,Elbow,
5479,ET5,Elmer,
5480,ET6,Electra,
5481,ET7,Enrich,
5482,ET8,Eldora,
5483,ET9,Emiko,
5484,EU1,Fausta,
5485,EU2,Rufina,
5486,EU4,British,
5487,EU5,Belgium,
5488,EU6,Bulgaria,
5489,EU7,Catherine,
5490,EU8,Catier,
5491,EV2,Hefin,
5492,EV3,Hazy,
5493,EV4,Hydro,
5494,EV5,Hi,
5495,EV6,Hardy,
5496,EV7,Kilopa,
5497,EV8,Lalita,
5498,EV9,Ledell,
5499,EW1,Lizzy,
5500,EW2,Neona,
5501,EW3,Navarro,
5502,EW4,Neola,
5503,EW5,Newly,
5504,EW6,Nervy,
5505,EW7,Nadin-Plus,
5506,EW8,Nadin,
5507,EW9,Nasser,
5508,EX1,Nana-Plus,
5509,EX2,Nana,
5510,EX4,A-qool,
5511,EX5,Acoli,
5512,EX6,Antill,
5513,EX7,Andigo,
5514,EX8,Amira,
5515,EX9,Attish,
5516,EY1,Cherte,
5517,EY2,Coucher,
5518,EY3,Comte,
5519,EY4,Citron,
5520,EY5,Chaleur,
5521,EY6,Charite,
5522,EY7,Censeur,
5523,EY8,Celebrer,
5524,EY9,Celeste,
5525,EZ1,Certain,
5526,EZ2,Cherir,
5527,EZ3,Crochet,
5528,EZ4,Chambre,
5529,EZ5,Chonte,
5530,EZ6,Chariot,
5531,EZ7,Dannon,
5532,EZ8,Dinana,
5533,EZ9,Davin,
5534,F03,7-42-O000136Champaign Cup&,
5535,F04,7-42-O00014 6 Wine Cup&,
5536,F05,7-42-O00042 PortableChiller,
5537,F06,7-42-O00046 BallWineCooler,
5538,EU9,Fiora,
5539,EV1,Fulvio,
5540,F09,7-42-O03027 Rotanda Coaster Brown,
5541,F19,7-42-O13054 Double wall 13OZ Small Tumbl,
5542,F25,7-42-O21011 Dardo Tumbler,
5543,F26,7-42-O21013 Pumpkin Pitcher,
5544,F37,7-42-O25047 Diamond Container-Black,
5545,F57,198  SERVING TRAY LARGE  NATURAL-WHITE,
5546,F58,198 SERVING TRAY LARGE BLACK-WHITE,
5547,F59,198-1 SERVING TRAY SMALL BLACK-WHITE,
5548,F60,198-1 SERVING TRAY SMALL NATURAL-WHITE,
5549,F71,277 SPIDER CANDLE HOLDER,
5550,F75,282 M WOODEN TRAY  NAT/WHITE,
5551,F77,282 S WOODEN TRAY  NAT/WHITE,
5552,F87,315 Roots Vase - Small ( Silver),
5553,F88,315 Roots Vase - Small (Gold),
5554,F89,315 Roots Vase - Small (White),
5555,F90,316Roots Vase - Large ( Silver),
5556,338,Tanya,
5557,339,Tass,
5558,001,Able,เอเบิ้ล
5559,002,A-ga,
5560,003,Ai,
5561,004,Aiko,
5562,005,Airy,
5563,006,Akiko,
5564,007,Aladin,
5565,008,Alaska,
5566,009,Albi,
5567,010,Alice,
5568,011,Almost,
5569,012,Alongze,
5570,013,Am,
5571,014,Amazon,
5572,015,Amex,
5573,016,Amon,
5574,017,Angle,
5575,018,Ankara,
5576,019,Anne,
5577,020,Anny,
5578,021,Antroy,
5579,022,Apex,
5580,023,Arco,
5581,024,Arden,
5582,025,Arno,
5583,026,Art,
5584,027,Artistry,
5585,028,Asa,
5586,030,Asia,
5587,031,Attic,
5588,032,Auburn,
5589,033,August,
5590,034,Ava,
5591,035,Avana,
5592,036,Avinash,
5593,037,Avy,
5594,038,Bairdy,
5595,039,Balm,
5596,040,Bambo,
5597,041,Bandon,
5598,042,Ben,
5599,043,Bench,
5600,044,Bengi,
5601,045,Be-Nice,
5602,046,Berlini,
5603,048,Beyond,
5604,049,Bliss,
5605,050,Bozzi,
5606,051,Brook,
5607,052,Brown,
5608,053,Bruno,
5609,054,Buck,
5610,056,Bugus,
5611,057,Caden,
5612,058,Canasta,
5613,059,Cannery,
5614,060,Canyon,
5615,061,Capulet,
5616,062,Cardie,
5617,063,Charm,
5618,064,Cheerio,
5619,065,Chevy,
5620,066,Chill,
5621,067,Ciana,
5622,068,Cinemax,
5623,069,City,
5624,070,CL-47,
5625,071,Clinton,
5626,072,Club,
5627,073,Combine,
5628,074,Combola,
5629,075,Command,
5630,076,Congo,
5631,077,Contra,
5632,078,Copper,
5633,079,Costa,
5634,081,Cotta,
5635,082,Coven,
5636,083,Cronus,
5637,084,Cutterfly,
5638,085,Cuzco,
5639,086,Dainty,
5640,087,Dallas,
5641,088,Das,
5642,089,Decon,
5643,090,Dell,
5644,091,Dipsy,
5645,092,Dis,
5646,093,Disco,
5647,094,Donut,
5648,095,Doron,
5649,096,Dos,
5650,097,Drew,
5651,098,Dumpa,
5652,099,Duron,
5653,100,Duty,
5654,101,Earn,
5655,102,Eco,
5656,103,Edge,
5657,104,Edward,
5658,105,Elfed,
5659,106,Elga,
5660,107,Eltron,
5661,108,Evelyn,
5662,109,Exio,
5663,111,Exxa,
5664,112,Fabian,
5665,113,Fancily,
5666,114,Farrini,
5667,115,Favola,
5668,116,Faxon,
5669,117,F-bowl,
5670,118,Fecon,
5671,119,Felix,
5672,120,Fence,
5673,121,Fendy,
5674,122,Fente,
5675,123,Ferico,
5676,124,Ferra,
5677,125,Ferry,
5678,126,Festo,
5679,127,Finetti,
5680,128,Finix,
5681,129,Finlay,
5682,130,Firsttinum,
5683,131,Fitsburgh,
5684,132,FL-93,
5685,133,Flattinum,
5686,134,Flex,
5687,135,Flip,
5688,136,Florida,
5689,137,Foamy,
5690,138,Foggy,
5691,139,Folly,
5692,140,Fongzo,
5693,141,Forcy,
5694,142,Fortan,
5695,143,Frame,
5696,144,Franky,
5697,145,Fresh,
5698,146,Gliss,
5699,147,Glozio,
5700,148,Greece,
5701,149,Grevy,
5702,150,Gusto,
5703,151,Halmy,
5704,152,Hamburg,
5705,153,Haness,
5706,154,Harbyn,
5707,155,Hari,
5708,156,Hatori,
5709,157,H-Curve,
5710,158,Henna,
5711,159,Her,
5712,160,Hero,
5713,161,Hershey,
5714,162,Hilton,
5715,163,Hlay,
5716,164,Hoggie,
5717,165,Hollica,
5718,166,Honey,
5719,167,Honfine,
5720,168,Honie,
5721,169,Hopper,
5722,170,Horace,
5723,171,Hudson,
5724,173,Huge,
5725,174,Hunsa,
5726,175,Hutch,
5727,176,Huzza,
5728,177,Hydra,
5729,178,Icon,
5730,179,Ina,
5731,180,Infinity,
5732,181,Ives,
5733,182,Jab,
5734,183,Jacinda,
5735,184,Jackson,
5736,185,Jacqueline,
5737,186,Jan,
5738,187,Jane,
5739,188,Japa,
5740,189,Jar,
5741,190,Jazz,
5742,191,J-Brano,
5743,192,Jensen,
5744,193,Jerato,
5745,194,Jessica,
5746,195,Jevalin,
5747,196,J-Ieffel,
5748,197,Jigger,
5749,198,Jocasta,
5750,199,Jocose,
5751,200,Jodana,
5752,201,Joelle,
5753,202,Joly,
5754,203,Jordan,
5755,204,Jorita,
5756,205,Josy,
5757,206,Jotan,
5758,207,Jovi,
5759,208,Joyce,
5760,209,J-ring,
5761,210,Jubilee,
5762,211,Kaci,
5763,212,Kaiyo,
5764,213,Kaku,
5765,214,Kana,
5766,215,Kanny,
5767,216,Kano,
5768,217,Kaoru,
5769,218,Karim,
5770,219,Kavi,
5771,220,Keeloft,
5772,221,Kendo,
5773,222,Kin,
5774,223,Kirby,
5775,224,Kish,
5776,UI7,Sable,ซาเบิ้ล
5777,UI8,Shawn,ชาวน์
5778,UI9,Spancer,สแปนเซ่อร์
5779,UJ1,Sonel,โซเนล
5780,UJ2,Fresher,เฟรชเชอร์
5781,UJ3,Foxy,ฟ๊อกซี่
5782,UJ4,F-Coop,เอฟ-คูพ
5783,UJ5,Funny,ฟันนี่
5784,UJ6,Flyer,ฟลายเออร์
5785,UJ7,Vakim,วาคิม
5786,UJ8,Viona,วีโอน่า
5787,UJ9,Verlin,เวอร์ลีน
5788,UK1,Violin,ไวโอลิน
5789,UK2,Allow,อะลาว
5790,UK3,Alano,อลาโน่
5791,UK4,Alone,อโลน
5792,UK5,Ashery,แอสรี่
5793,UK6,Arbi,อาบิ
5794,UK7,Akuma,อาคูม่า
5795,UK8,Maliz,เมลิซ
5796,UK9,0422,0422
5797,UL1,0435,0435
5798,UL2,0456A,0456A
5799,UT9,Tuna,ทูน่า
5800,UU1,Ivito,ไอวิโต้
5801,UT6,Tanek,ธาเนค
5802,UT7,Thor,ธอว์
5803,UT8,Tage,เทจ
5804,I9,MEESUP,MEESUP
5805,UU4,Katier,คาเทียร์
5806,VC5,Calibre,คาลิเบอร์
5807,J2,PATTERN WALL,PATTERN WALL
5808,VJ4,Frongce,ฟองเช่
5809,VJ5,Fercok,เฟอค๊อก
5810,VJ6,Rasgo,ราสโก้
5811,VJ7,Rahmen,ราห์แมน
5812,VJ8,June,June
5813,WI6,Illio,Illio
5814,WI7,Illow,Illow
5815,WI8,Iloe,Iloe
5816,WI9,Image,Image
5817,WJ1,Imalu,Imalu
5818,WJ2,Imani,Imani
5819,WJ3,Imari,Imari
5820,WJ4,Imma,Imma
5821,WJ5,Impala,Impala
5822,WJ6,Imura,Imura
5823,WJ7,Incanto,Incanto
5824,WJ8,Index,Index
5825,WJ9,Industry Ii,Industry Ii
5826,WK1,Ink,Ink
5827,WK2,Inuit,Inuit
5828,WK3,Inza,Inza
5829,WK4,Iouko,Iouko
5830,WK5,Ipia,Ipia
5831,WK6,Irandi,Irandi
5832,WK7,Irina,Irina
5833,WK8,Iroko,Iroko
5834,WK9,Isaac,Isaac
5835,WL1,Isabel,Isabel
5836,WL2,Isadora,Isadora
5837,WL3,Isai,Isai
5838,WL4,Isali,Isali
5839,WL5,Isto,Isto
5840,WL6,Ito,Ito
5841,WL7,Iva,Iva
5842,WL8,Ivana,Ivana
5843,WL9,Ivoire,Ivoire
5844,WM1,Iwi,Iwi
5845,WM2,Iza,Iza
5846,WM3,Izar,Izar
5847,WM4,Izmo,Izmo
5848,WM5,Izzy,Izzy
5849,WM6,Jacques,Jacques
5850,WM7,Jaidala,Jaidala
5851,WM8,Jamm,Jamm
5852,WM9,Jap,Jap
5853,WN1,Jary,Jary
5854,WN2,Jasmin,Jasmin
5855,WN3,Java,Java
5856,WN4,Jawax,Jawax
5857,WN5,Jax,Jax
5858,WN6,Jay,Jay
5859,WN7,Jayani,Jayani
5860,WN8,Jeane,Jeane
5861,WN9,Jeanne,Jeanne
5862,WO1,Jedabo,Jedabo
5863,WO2,Jefuzan,Jefuzan
5864,WO3,Jerome,Jerome
5865,WO4,Jersey,Jersey
5866,WO5,Jiddeth,Jiddeth
5867,WO6,Jill,Jill
5868,WO7,Jim,Jim
5869,WO8,Jobi,Jobi
5870,WO9,Jodle,Jodle
5871,WP1,Joie,Joie
5872,WP2,Jorel,Jorel
5873,WP3,Joy,Joy
5874,WP4,Judis,Judis
5875,WP5,Juju,Juju
5876,WP6,Juline,Juline
5877,WP7,Kusa,Kusa
5878,WP8,Kusa Ii,Kusa Ii
5879,WP9,Labrador,Labrador
5880,WQ1,Land,Land
5881,WQ2,Lau,Lau
5882,WQ3,Lenny,Lenny
5883,WQ4,Leralta,Leralta
5884,WQ5,London Bus,London Bus
5885,WQ6,Losange,Losange
5886,WQ7,Macaron,Macaron
5887,WQ8,Magna,Magna
5888,WQ9,Maine,Maine
5889,WR1,Majorca,Majorca
5890,WR2,Mallet Stevens,Mallet Stevens
5891,XA7,Loki,โลกิ
5892,WZ7,Muara,มัวร์รา
5893,XA8,Fukuoka,ฟูกุโอกะ
5894,XA4,Feta,เฟต้า
5895,XA5,Gorgonzola,กอร์กอนโซล่า
5896,WZ8,Vitola,วิโตล่า
5897,WZ9,Linne,ลินน์
5898,XA1,Fermo,เฟอร์โม่
5899,XA2,Global,โกลเบิล
5900,XA3,Cleaf,Cleaf
5901,XC5,Lipta,ลิปตา
5902,XA6,Portio,พอร์ททิโอ
5903,XC6,Lomona,โลโมน่า
5904,XC3,Garrett,กาเร็ท
5905,XA9,Robust,โรบัส
5906,XB1,Maya,มายา
5907,XB2,Meino,เมยโน่
5908,XB3,Layne,เลย์นี่
5909,XB4,Minite,มินนิท
5910,XB5,Middle,มิดเดิ้ล
5911,XC4,Jiorvani,จิออวานี่
5912,XB7,Zafar,ซาฟา
5913,XB8,Zia,ไซ
5914,XB9,Zeca,ซีก้า
5915,XC1,Zorun,โซรัน
5916,XC2,Sherbet,เชอเบท
5917,RO4,Foldy,โฟลดี้
5918,RO5,Marvel,มาเวล
5919,RO6,Arm,อาร์ม
5920,RO7,Alofi,อะโลฟี่
5921,RO8,Abu,อะบู
5922,RO9,Abuja,อะบูจา
5923,RP1,U-Fly,ยูไฟน์
5924,RP2,U-Fo,ยูโฟ
5925,RP5,Madrid,แมดดริด
5926,RP3,Lorenz,โลเล้นซ์
5927,RP4,Moroni,โมโรนิ
5928,RP6,Bradley-Plus,เบรดเล่ย์-พลัส
5929,RP7,Falkland,โฟคแลนด์
5930,RP8,Freetown,ฟรีทาวน์
5931,RP9,Gotji,ก็อตจิ
5932,RQ1,Genny,เจ็นนี่
5933,RQ2,Xoxo,โซโซ
5934,RQ3,Accordian,แอคคอร์เดียน
5935,RQ4,Aerial,เอเรียล
5936,RQ5,Agnes,เอ็กเนส
5937,RQ6,Air Pillow,แอร์พิลโล
5938,RQ7,Aird,เอิร์ด
5939,RQ8,Aldgate,อัลเกท
5940,RQ9,Alexis,อเล็กซิส
5941,RR1,Anneaux,แอนน็อกซ์
5942,RR2,Antti,แอนทิ
5943,RR3,Aperture,อเพอร์ทัวร์
5944,RR4,Aru,อารุ
5945,RR5,Bahia,บาเฮีย
5946,RR6,Balance,บารานซ
5947,RR7,Beihai,เบฮัย
5948,RR8,Billy,บิลลี่
5949,RR9,Birman,เบอร์แมน
5950,RS1,Blocks,บล็อคซ์
5951,RS2,Blur,เบลอ
5952,RS3,Bohol,โบโฮล
5953,RS4,Books,บุคซ์
5954,RS5,Braid,เบรด
5955,RS6,Burt,เบิร์ท
5956,RS7,Cabale,เคเบิล
5957,RS8,Calepin,เคลพิน
5958,RS9,Carve,คาร์ฟ
5959,RT1,Chicken,ชิคเก้น
5960,RT2,Chota,โชตะ
5961,RT3,Citronella,ซิตรองเนลล่า
5962,RT4,Clense,เคล็นเซ่
5963,RT5,Cloche,โคลเช่
5964,RT6,Conceal,คอนซีล
5965,RT7,Concret,คอนครีต
5966,RT8,Copran,โคพราน
5967,RT9,Cordial,คอร์เดียล
5968,RU1,Count,เคาท์
5969,RU2,Courier,คูเรียร์
5970,RU3,Cuistot,คิวส์ท็อด
5971,RU4,Dadri,ดาดริ
5972,RU5,Dalian,ดาเรี่ยน
5973,RU6,Damery,ดาเมอรี่
5974,RU7,Deluxe Pillow,ดิลักซ์ พิลโล
5975,RU8,Dino,ไดโน่
5976,RU9,Dizzy,ดิซซี่
5977,RV1,Doc,ด็อก
5978,RV2,Dragonfly,ดรากอนฟลาย
5979,RV3,Drive,ไดรฟ์
5980,RV4,Droplet,ดรอพเพล็ท
5981,RV5,Drops,ดรอพส์
5982,RV6,Dumbo,ดัมโบ
5983,RV7,Ecaille,อิเคลลี่
5984,RV8,Ecrit,อิคริท
5985,RV9,Edmee,เอ็ดมี
5986,RW1,Edo,อิโด
5987,RW2,Eglantine,อิเกลนไทน์
5988,RW3,Eita,อิต้า
5989,RW4,Elegance,อิลิแกลนซ์
5990,RW5,Elie,อิลี่
5991,RW6,Elliot,เอลเลียด
5992,RW7,Emmanuelle,เอมมานูเอล
5993,RW8,Enesco,เอเนสโก
5994,RW9,Epic,อิพิค
5995,RX1,Eskyss,เอสคีส
5996,RX2,Etabli,อิทาบลิ
5997,RX3,Evane,อิวาน
5998,RX4,Facetie,เฟซิตี้
5999,RX5,Fado,ฟาโด
6000,RX6,Faiku,ฟายคุ
6001,RX7,Faith,เฟธ
6002,RX8,Falun,ฟาลุน
6003,RX9,Fanfan,ฟานฟาน
6004,RY1,Fanga,ฟานกะ
6005,RY2,Farnana,ฟาร์นานา
6006,RY3,Faubourg,ฟาวเบิร์ก
6007,RY4,Faustine,ฟอสทายน์
6008,RY5,Fearnley,เฟิร์นเลย์
6009,RY6,Fenako,เฟนาโกะ
6010,RY7,Fento,เฟนโตะ
6011,RY8,Finchley,ฟินซ์เลย์
6012,RY9,Fitzroy,ฟิทซ์รอย
6013,RZ1,Flack,แฟลค
6014,RZ2,Flaco,ฟลาโค
6015,RZ3,Flake,เฟลค
6016,RZ4,Fleche,เฟลชชี่
6017,RZ5,Fleurs,เฟลอร์ส์
6018,RZ6,Float,โฟลท
6019,RZ7,Florae,ฟลอเร่
6020,RZ8,Floreo,ฟลอเรโอ
6021,RZ9,Fly,ฟลาย
6022,SA1,Folding Canvas,โฟลดิ้ง แคนวาส
6023,SA2,Folie,โฟลลี่
6024,SA3,Francois,ฟรานคอยส์
6025,SA4,Fubai,ฟูไบ
6026,SA5,Fukubu,ฟูกูบุ
6027,SA6,Furansugo,ฟูรันซุกุ
6028,SA7,Fusao,ฟูซาโอะ
6029,SA8,Fuzen,ฟูเซ็น
6030,SA9,Galets,กาเล็ตซ์
6031,SB1,Galindo,กาลินโด
6032,SB2,Gibraltar ll,จิบราลตา 2
6033,SB3,Gray,เกรย์
6034,SB4,Halogen,ฮาโลเจ็น
6035,SB5,Huile,ฮุยเล
6036,SB6,Hula,ฮูล่า
6037,SB7,Icy,ไอซี่
6038,SB8,Infuse,อินฟิวซ์
6039,SB9,Joe,โจ
6040,SC1,Jules,จูลี่ส์
6041,SC2,Kay,กาย
6042,SC3,Kris,คริส
6043,SC4,Kross,ครอส
6044,SC5,Larvick,ลาร์วิค
6045,SC6,Lexon,เล็กซอน
6046,TD6,Teya,เทย่า
6047,TN6,Hey,เฮย์
6048,TN7,Heme,ฮีม
6049,TS5,Moldova,มอลโดว่า
6050,TS6,Mozambique,โมซัมบิค
6051,TS7,Heztiara,เฮซเทียร่า
6052,TV2,Domi,โดมิ
6053,TV3,Mobric,โมบริค
6054,TU3,Westin,เวสติน
6055,TU4,Wena,วีน่า
6056,TU5,Wonny,วอนนี่
6057,TU6,Wong,วอง
6058,TU7,Weylin,เวย์ลิน
6059,TU8,Soly,โซลี่
6060,TU9,Solomon,โซโลม่อน
6061,TV1,Sanyo,ซันโย
6062,TT2,Aimi,ไอมิ
6063,TT3,Andow,อันโดว์
6064,TT4,Lansbury,แลนซ์บูรี่
6065,TT5,Lasky,ลาสกี้
6066,TT6,Lomta,ลอมต้า
6067,TT7,Lagano,ลากาโน่
6068,TT8,Gumtree,กัมทรี
6069,TS8,Whisky Oak,วิสกี้โอ๊ค
6070,TS9,Timur,ทิเมอร์
6071,TT1,Toft,ท้อฟท์
6072,TW2,Heztiara,เอซเทียร่า
6073,TV7,Weekend,วีคเอน
6074,TV8,Hezzen,เฮซเซ่น
6075,UB8,Xepia,ซีเปีย
6076,UB9,A-Double,เอ-ดับเบิ้ล
6077,UC1,A-Bronze,เอ-บรอนซ์
6078,UC2,A-Hanger,เอ-แฮงเกอร์
6079,UI2,Fallen,ฟอลเลน
6080,UI3,Furama,ฟูราม่า
6081,UI4,Michala,มิเคล่า
6082,UN8,Lapis,ลาพีส
6083,UN9,Pheona,พีโอน่า
6084,UO1,Kumo,คูโม่
6085,UO2,Pixie,พิกซี่
6086,UO3,Tasman,ทัสแมน
6087,UO4,Fonix,โฟนิก
6088,UO7,Rainaisance,เรเนซอง
6089,US3,Givenchy,จีวองชี
6090,US4,Giorgio,จอร์โจ
6091,US5,Kadio,คาดิโอ
6092,US6,Keyman,คีย์แมน
6093,UV2,Veeview,วีวิว
6094,UV3,Veecan,วีแคน
6095,UW7,Twenty,เทว็นที
6096,UW8,Zebina,ซีบิน่า
6097,UW9,Miran,มิรัน
6098,UY1,Croissant,ครัวซอง
6099,UY2,Highest,ไฮเฮส
6100,UY3,Honshu,ฮอนชู
6101,UY4,Heyday,เฮย์เดย์
6102,VC1,Begin,บีกิน
6103,VC2,Bike,ไบค์
6104,VC3,Big,บิ๊ก
6105,VC4,Bring,บริงค์
6106,VC7,Reletta,ลีเลตต้า
6107,VE1,Pacer,พาเซอร์
6108,VE9,Anwar,อันวา
6109,VF1,Atila,อะทิรา
6110,VF2,Manee,มานี
6111,VF3,Hilight,ไฮไลท์
6112,VG2,Marmo,มาร์โม่
6113,VG3,118,118
6114,WR3,Malone,Malone
6115,WR4,Manali,Manali
6116,WR5,Marball,Marball
6117,WR6,Marine,Marine
6118,WR7,Marlowe,Marlowe
6119,WR8,Mayuki,Mayuki
6120,WR9,Mesola,Mesola
6121,WS1,Mohit,Mohit
6122,WS2,Monroe,Monroe
6123,WS3,Montino,Montino
6124,WS4,Montreal,Montreal
6125,WS5,Nao,Nao
6126,WS6,Natale,Natale
6127,WS7,Nature 450,Nature 450
6128,WS8,Nature Topper,Nature Topper
6129,WS9,Navajo,Navajo
6130,WT1,News Board,News Board
6131,WT2,Nomade,Nomade
6132,WT3,Nutcracker,Nutcracker
6133,WT4,Oken,Oken
6134,WT5,Okko,Okko
6135,WT6,Olivia,Olivia
6136,WT7,Paul,Paul
6137,WT8,Pendry,Pendry
6138,WT9,Pescate,Pescate
6139,WU1,Pez,Pez
6140,WU2,Plink,Plink
6141,WU3,Pluggi,Pluggi
6142,WU4,Ply Ii,Ply Ii
6143,WU5,Poise,Poise
6144,WU6,Ponton,Ponton
6145,WU7,Pool,Pool
6146,WU8,Porto 3,Porto 3
6147,WU9,Posada,Posada
6148,WV1,Presse,Presse
6149,WV2,Pulp,Pulp
6150,WV3,Purecardinal,Purecardinal
6151,WV4,Pureoriental,Pureoriental
6152,WV5,Regard,Regard
6153,WV6,Remo,Remo
6154,WV7,Riley,Riley
6155,WV8,Sablier,Sablier
6156,WV9,Santa,Santa
6157,WW1,Sateendeluxe,Sateendeluxe
6158,WW2,Sateenprestige,Sateenprestige
6159,WW3,Satellite,Satellite
6160,WW4,Scenettes,Scenettes
6161,WW5,Serengeti,Serengeti
6162,WW6,Sesma,Sesma
6163,WW7,Shatter,Shatter
6164,WW8,Sindri,Sindri
6165,WW9,Skil,Skil
6166,WX1,Slot,Slot
6167,WX2,Smallwork,Smallwork
6168,WX3,Sol,Sol
6169,WX4,Staten,Staten
6170,WX5,Sudoku,Sudoku
6171,WX6,Sweet,Sweet
6172,WX7,Taidu,Taidu
6173,WX8,Taj,Taj
6174,WX9,Teapot,Teapot
6175,WY1,Ticoii,Ticoii
6176,WY2,Timber,Timber
6177,WY3,Timestable,Timestable
6178,WY4,Tineo,Tineo
6179,WY5,Tipi,Tipi
6180,WY6,Tria,Tria
6181,WY7,Trico,Trico
6182,WY8,Valencia,Valencia
6183,WY9,Vase W,Vase W
6184,WZ1,Vernon,Vernon
6185,WZ2,Volta,Volta
6186,WZ3,Walld,Walld
6187,WZ4,Woody,Woody
6188,WZ5,Xm Tea,Xm Tea
6189,WZ6,Frappe,เฟรปเป้
6190,TD9,Shappo,แชปโป้
6191,TE1,Ulympia,ยูลิมเบีย
6192,TM6,Alarik,อะลาริก
